"phase","surveyID","fileID","herbVarProtocolFollowed","popID","PI","date","surveyIteration","site","country","Lat","Lat_abs","Long","hemi","elevation","Genus_sp","plantFamily","Ecoregion","Biome","Realm","annual.mean.temp","annual.precip","continent","nativeStatus","growthForm","growthForm_simp","perennialityGradient","perennialBinary","biennialBinary","annualBinary","matingSystem","siteType","totalPlantsSurveyed","numDamagedPlants","numUndamagedPlants","focalPlantCoverMean","otherPlantCoverMean","numLeavesMean","numLeavesHerbMean","propLeavesHerbMean","plantHeight_cmMean","varAmtEaten","GiniAmtEaten","meanAmtEaten","sizeRadiusMean","sizeDiameterMean","sizeDiameterMeanLog","plantMean","plantMeanProp","plantMeanPropLogit","plantMedian","plantVar","plantLogVar","plantSD","plantGini","plantGiniAdj","plantGiniAdjLogit","plantLasym","plantGMD","plantIQR","plantSkew","plantKurt","plantCV","plant40","plant20","plant10","propPlantsHerb50","propPlantsHerb80","plantGiniSimp","plantHoover","plantAtkins","leafMean","leafVar","leafSD","leafGini","leafSkew","leafKurt","leafCV","leafMean_NoZeros","leafVar_NoZeros","leafSD_NoZeros","leafGini_NoZeros","leafSkew_NoZeros","leafKurt_NoZeros","leafCV_NoZeros","numUndamagedOrTracePlants","Lat_abs_scale","sizeDiameterMeanLogScale","plantMeanPropLogitScale","plantDominance","plantSimpson","plantInvSimpson","plantSimpson_e","...1","plantSpecies","plantGenus","popDiameter1","popDiameter2","transectLength","transectHeading","protocolFollowed","protocolDeviations","damageEstimationMethod","quadratRadius","seasonBeginning","seasonEnd","speciesManagement","habitatType","observerNames","notes","meanPlantsinQuad","plantSizeMean","plantSizeMetric","plantSizeUnit","meanGalls","meanMines"
"1","Abdala_Site 10_Solanum_donianum_Survey 1","Abdala-Roberts_Solanum_donianum_2019-16-07_2.xlsx",1,"Abdala_Site 10_Solanum_donianum","Abdala-Roberts","2019-07-16","Survey 1","Abdala_Site 10","Mexico",21.34917,21.34917,-89.200825,"N",5,"Solanum_donianum","Solanaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,631,"North America","native","HERB;SHRUB","WOODY SHRUB/TREE","3",1,0,0,"MIX","cultivated",61,58,2,29.4,49.8333333333333,53.0666666666667,5.43333333333333,0.113114310550084,57.6166666666667,10632.6346500736,0.476945004916379,91.2801526472965,28.8083333333333,57.6166666666667,4.05381187769952,2.95,0.0295,-3.49342113926329,2.5,4.34491525423728,1.46900625432399,2.08444603054079,0.196045197740113,0.196045197740113,-1.41119781814299,1.70031956214689,1.17627118644068,0,3.06440240622553,8.61018147793846,0.706591874759591,0.23728813559322,0.23728813559322,0.23728813559322,0.0163934426229508,0.0163934426229508,0.97515081873025,0.170621468926554,NA,0.887533257836864,15.6434246750524,2.78910663480712,0.94020668120207,3.48921890632777,13.8460194754834,3.60332056628138,7.91172003284072,53.2616363211951,5.56119235181873,0.271103918029442,0.4937711217465,-1.76429293084671,0.494915931042404,2,-1.08401735884301,0.616886080419875,-0.231891822317102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 12_Solanum_tridynamum_Survey 1","Abdala-Roberts_Solanum_tridynamum_2019-12-07_1.xlsx",1,"Abdala_Site 12_Solanum_tridynamum","Abdala-Roberts","2019-12-07","Survey 1","Abdala_Site 12","Mexico",21.301403,21.301403,-89.331731,"N",2,"Solanum_tridynamum","Solanaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,632,"North America","native","HERB;SHRUB","HERB","3",1,0,0,"OUT","natural",58,57,1,28.9333333333333,37.9,42.1034482758621,10,0.342269246808448,51.8965517241379,42420.2353438906,0.561515231014657,161.593370089925,25.948275862069,51.8965517241379,3.9492523471965,6.62931034482759,0.0662931034482759,-2.64507670233009,2.5,32.5136872353297,3.48166114638118,5.70207744908202,0.417940899511233,0.417940899511233,-0.331231956008107,0.823766141807465,5.63853599516032,8,1.10019230010461,0.276113498668283,0.860131318717184,0.266579973992198,0.266579973992198,0.266579973992198,0.241379310344828,0.448275862068966,0.970222926435798,0.371642527240931,0.165941224680046,3.22020339313581,53.929946649681,4.54851168183705,0.83418573628381,2.08263817493486,4.42598248830578,2.29678258133454,9.00083542188806,99.468632034632,6.29812517133782,0.407489435458468,0.478928547033585,-1.55301523839801,0.745739330885099,1,-1.08728339158517,0.527527502695388,0.395713182977355,0.0297770735642019,0.970222926435798,33.5828837526265,0.589173399168886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 13_Solanum_tridynamum_Survey 1","Abdala-Roberts_Solanum_tridynamum_2019-12-07_2.xlsx",1,"Abdala_Site 13_Solanum_tridynamum","Abdala-Roberts","2019-12-07","Survey 1","Abdala_Site 13","Mexico",21.283488,21.283488,-89.318914,"N",7,"Solanum_tridynamum","Solanaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,657,"North America","native","HERB;SHRUB","HERB","3",1,0,0,"OUT","natural",59,57,2,27.9333333333333,23.3833333333333,51.3220338983051,13.4915254237288,0.297597986130862,49.4237288135593,16965.8350085569,0.567246451776488,100.088878931714,24.7118644067797,49.4237288135593,3.90043064922283,4.38135593220339,0.0438135593220339,-3.08300957263002,2.5,18.8218877849211,2.93502043650835,4.33841996410227,0.389273186243976,0.389273186243976,-0.450368370459087,1.24535152696845,3.46990064289889,0,2.11682832334284,4.19180527939593,0.990200301284463,0.564796905222437,0.564796905222437,0.158607350096712,0.169491525423729,0.610169491525424,0.966713931362682,0.361407074713962,0.168535044394221,1.90054246925548,25.306966274488,3.65260674153167,0.816887821427759,1.84630985753042,3.27380502148837,2.15188143002486,5.57965051517683,46.8049986076302,5.52345996154696,0.250781312145408,0.678914456150032,-1.23969942131568,0.485975274552525,2,-1.08850831625232,0.485803544371992,0.071730553496346,0.0332860686373177,0.966713931362682,30.0425986287513,0.527063133837742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 14_Solanum_tridynamum_Survey 1","Abdala-Roberts_Solanum_tridynamum_2019-15-07.xlsx",1,"Abdala_Site 14_Solanum_tridynamum","Abdala-Roberts","2019-07-15","Survey 1","Abdala_Site 14","Mexico",21.330256,21.330256,-89.175373,"N",1,"Solanum_tridynamum","Solanaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",257,660,"North America","native","HERB;SHRUB","HERB","3",1,0,0,"OUT","natural",58,58,0,28.5,40.7333333333333,48.4310344827586,14.6551724137931,0.372119257333516,67.6379310344828,97280.0745349254,0.548641584590222,274.861462012958,33.8189655172414,67.6379310344828,4.21416893566313,7.12931034482759,0.0712931034482759,-2.5669935878705,2.5,50.0224591651542,3.91247208787861,7.07265573636623,0.460680482008089,0.460680482008089,-0.15760348793533,0.863014790828849,6.68390804597701,8,1.51131961207017,1.75447067217316,0.992053283456449,0.782345828295042,0.426844014510278,0.0798065296251512,0.189655172413793,0.431034482758621,0.966082736658337,0.403035483467456,0.185966642983462,3.50063515808838,41.5845155932663,3.89815542215727,0.785096056911462,1.78918440290397,3.32585975244975,1.98414281743292,8.09859400656814,57.6860884851016,4.64635271336776,0.350399802126358,0.549914871185683,-1.36941149700754,0.67124489430149,0,-1.08531058938471,0.753930293977217,0.453479051804143,0.0339172633416627,0.966082736658337,29.4835107988102,0.508336393082934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 1_Coccoloba_uvifera_Survey 1","Abdala-Roberts_Coccoloba_uvifera_2019-08-12_1.xlsx",1,"Abdala_Site 1_Coccoloba_uvifera","Abdala-Roberts","2019-08-12","Survey 1","Abdala_Site 1","United States",21.172052,21.172052,-90.006195,"N",4,"Coccoloba_uvifera","Polygonaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",258,570,"North America","native","SHRUB;TREE","WOODY SHRUB/TREE","3",1,0,0,"MIX","natural",36,36,0,50.25,30.2222222222222,48.6388888888889,24.1111111111111,0.536859012949882,91.9444444444444,850877.408895274,0.48873733441315,977.604074436419,45.9722222222222,91.9444444444444,4.521184529915,13.7777777777778,0.137777777777778,-1.83387095457818,10.5,91.8349206349206,4.51999262436627,9.58305382615169,0.370967741935484,0.370967741935484,-0.528067430200497,0.954327832536838,10.5142857142857,12,0.57067544246767,-0.649578956278284,0.695544229317461,0.679435483870968,0.266129032258065,0.266129032258065,0.277777777777778,0.555555555555556,0.959157127991675,0.290546594982079,0.130392473989377,7.32912897669735,116.992283714475,5.03366651622838,0.727973676343556,1.32465392845307,0.924029119684176,1.56830266924523,13.0180279982363,120.886736662257,4.38177717089235,0.458606153680312,0.472810306859085,-1.41324874350658,0.846033390938684,0,-1.09612766904095,1.0163117020574,0.995842995171574,0.0408428720083246,0.959157127991675,24.484076433121,0.680113234253362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 1_Waltheria_indica_Survey 1","Abdala-Roberts_Waltheria_indica_2019-10-07_1.xlsx",1,"Abdala_Site 1_Waltheria_indica","Abdala-Roberts","2019-10-07","Survey 1","Abdala_Site 1","Mexico",20.802356,20.802356,-89.626414,"N",13,"Waltheria_indica","Malvaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",260,1021,"North America","native","HERB","HERB","3",1,0,0,"OUT","managed",60,60,0,30.5,26.5,31.2833333333333,9.94915254237288,0.390095403073701,45.948275862069,2749.68310600376,0.360678534986648,74.516478834265,22.9741379310345,45.948275862069,3.82751632605353,4.93333333333333,0.0493333333333333,-2.95856350777007,2.5,16.825988700565,2.82292463758228,4.10194937810853,0.3625,0.3625,-0.564529802737852,1.09570148273273,3.63728813559322,8,1.42775519027626,1.4499734860604,0.831476225292271,0.636824324324324,0.0692567567567568,0.0692567567567568,0.216666666666667,0.6,0.972002830533236,0.353490990990991,0.129163667976522,2.78192022628558,30.5930453753988,3.0905920264406,0.778567658865468,1.58685004438392,2.2495875849705,1.89840407446641,7.04087301587302,45.7556396287328,4.34407197054233,0.345036907817657,0.490657703627001,-1.38045575264919,0.665697936239944,0,-1.12140535532319,0.423489567034801,0.163795721599114,0.027997169466764,0.972002830533236,35.7178964533225,0.595298274222042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 2_Coccoloba_uvifera_Survey 1","Abdala-Roberts_Coccoloba_uvifera_2019-08-12_2.xlsx",1,"Abdala_Site 2_Coccoloba_uvifera","Abdala-Roberts","2019-08-12","Survey 1","Abdala_Site 2","United States",21.169056,21.169056,-90.009549,"N",4,"Coccoloba_uvifera","Polygonaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",258,570,"North America","native","SHRUB;TREE","WOODY SHRUB/TREE","3",1,0,0,"MIX","natural",41,41,0,16.5416666666667,45.625,34.6585365853659,15.1951219512195,0.462291670043542,89.7073170731707,433503.387237741,0.5052173040243,650.125110724689,44.8536585365854,89.7073170731707,4.49655233845996,10.2317073170732,0.102317073170732,-2.1717403655915,10.5,72.4387195121951,4.28274095632937,8.51109390808227,0.426698450536353,0.426698450536353,-0.295334283705061,0.563707892813106,8.95,8,0.965676369792429,0.193958124451311,0.831835161457385,0.548271752085816,0.157330154946365,0.157330154946365,0.219512195121951,0.48780487804878,0.95914456309728,0.31332306171691,0.163391225960801,5.21835577418842,80.5055558500936,4.70183461615189,0.761441058733445,1.4789247604227,1.39486132653178,1.70545260805968,10.3823073945025,97.4897648083624,5.20738880902956,0.421332876957815,0.473687580125795,-1.36076628106703,0.776643924203849,0,-1.09633251829034,0.995260559382304,0.745887288201403,0.0408554369027206,0.959144563097279,24.4765464724086,0.59698893835143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 2_Waltheria_indica_Survey 1","Abdala-Roberts_Waltheria_indica_2019-10-07_2.xlsx",1,"Abdala_Site 2_Waltheria_indica","Abdala-Roberts","2019-10-07","Survey 1","Abdala_Site 2","Mexico",21.10394,21.10394,-89.626377,"N",9,"Waltheria_indica","Malvaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,761,"North America","native","HERB","HERB","3",1,0,0,"OUT","natural",59,59,0,18.5666666666667,21.7333333333333,68.8474576271186,51.864406779661,0.768102287323861,59.7627118644068,146055.567870646,0.523621736195301,355.086763008619,29.8813559322034,59.7627118644068,4.0903819190521,11.3220338983051,0.113220338983051,-2.05826071960039,10.5,57.2134716540036,4.04678938908228,7.56395872899922,0.355450116715721,0.355450116715721,-0.59516729707227,1.12772345641954,8.18760958503799,18,0.429187554911647,-0.667351217030401,0.668074199118195,0.571107784431138,0.0494011976047904,0.0494011976047904,0.271186440677966,0.559322033898305,0.975614265481014,0.266023038668426,0.124984602854206,7.68380625144098,74.9627062162342,3.64683653429152,0.579786099311882,0.981499011380527,0.189668963465257,1.18057167542079,9.72811272531612,74.6786610169491,3.5904549380883,0.429021054374802,0.654912957215266,-0.782306530698566,0.848474145723848,0,-1.10078477587483,0.648139538300477,0.829839502328636,0.024385734518986,0.975614265481014,41.0075816753205,0.695043757208822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 3_Gossypium_hirsutum_Survey 1","Abdala-Roberts_Gossypium_hirsutum_2019-07-15.xlsx",1,"Abdala_Site 3_Gossypium_hirsutum","Abdala-Roberts","2019-07-15","Survey 1","Abdala_Site 3","Mexico",21.344701,21.344701,-89.237815,"N",0,"Gossypium_hirsutum","Malvaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,608,"North America","native","SHRUB","WOODY SHRUB/TREE","3",1,0,0,"MIX","natural",35,35,0,42.65,17.45,48.3142857142857,7.82857142857143,0.188706000053894,56.4571428571429,59727.4158578401,0.629988808004206,132.902833215364,28.2285714285714,56.4571428571429,4.0334818168184,3.98571428571428,0.0398571428571428,-3.1817804501486,2.5,20.5512605042016,3.02292227746509,4.53334981048249,0.338351254480287,0.338351254480287,-0.670650248917297,1.46055445834248,2.77647058823529,0,2.90075651526187,7.31678400025862,1.13739959402787,0.444444444444444,0.444444444444444,0.444444444444444,0.2,0.685714285714286,0.935522411068717,0.33015873015873,0.146566910512729,1.34787692384487,17.5066228511469,2.76997547230036,0.896814034373716,3.03878334156769,9.97761743588713,3.05849872465786,6.19331632653061,47.4381331699346,5.10891228115903,0.308938868147862,0.503559102442619,-1.44141369148704,0.594198598188307,0,-1.08432292336088,0.599511620945452,-0.00134011734117343,0.064477588931283,0.935522411068717,15.5092647937836,0.443121851250961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Abdala_Site 3_Solanum_donianum_Survey 1","Abdala-Roberts_Solanum_donianum_2019-16-07_3.xlsx",1,"Abdala_Site 3_Solanum_donianum","Abdala-Roberts","2019-07-16","Survey 1","Abdala_Site 3","Mexico",21.344807,21.344807,-89.23737,"N",0,"Solanum_donianum","Solanaceae","Yucatán dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic",256,608,"North America","native","HERB;SHRUB","WOODY SHRUB/TREE","3",1,0,0,"MIX","managed",60,60,0,20.2,17.3,26.4666666666667,18.95,0.755852752020307,37.593220338983,14126.4324138024,0.459664387921889,127.517911400874,18.7966101694915,37.593220338983,3.62682372400459,10.7416666666667,0.107416666666667,-2.11740452682544,10.5,46.2160310734463,3.83332673083131,6.79823735047889,0.322717869149211,0.322717869149211,-0.741309451557459,1.35161107878631,7.05056497175141,8,0.70132672284541,0.340394015963053,0.632884780494544,0.43289371605896,0.0512024825446082,0.0512024825446082,0.283333333333333,0.6,0.976768876228468,0.216227049392294,0.107020527733529,7.73893475622675,60.3006011347653,3.77537684220944,0.536554169481745,0.708969494153771,-0.113533846863052,1.13082818902284,9.7976455026455,63.9731746031746,4.26599131358487,0.356572393021245,0.410925216835189,-1.22469834977601,0.687169285870405,0,-1.0843156756905,0.251973824828967,0.786084928324712,0.0232311237715322,0.976768876228468,43.0457006658203,0.717428344430339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
